Date,Bar Name,Brand Name,Consumed (ml)
2023-04-18,Thomas's Bar,Sutter Home,0.0
2023-04-18,Thomas's Bar,Captain Morgan,160.12
2023-04-18,Thomas's Bar,Grey Goose,211.64
2023-04-18,Thomas's Bar,Coors,0.0
2023-04-18,Thomas's Bar,Yellow Tail,0.0
2023-04-18,Thomas's Bar,Absolut,0.0
2023-04-18,Thomas's Bar,Jack Daniels,0.0
2023-04-18,Thomas's Bar,Malibu,0.0
2023-04-18,Thomas's Bar,Jameson,519.26
2023-04-18,Thomas's Bar,Smirnoff,0.0
2023-04-18,Thomas's Bar,Barefoot,0.0
2023-04-18,Thomas's Bar,Heineken,0.0
2023-04-18,Thomas's Bar,Budweiser,0.0
2023-04-19,Anderson's Bar,Bacardi,160.35
2023-04-19,Anderson's Bar,Jim Beam,0.0
2023-04-19,Anderson's Bar,Miller,589.52
2023-04-19,Anderson's Bar,Sutter Home,0.0
2023-04-19,Anderson's Bar,Captain Morgan,0.0
2023-04-19,Anderson's Bar,Grey Goose,0.0
2023-04-19,Anderson's Bar,Coors,0.0
2023-04-19,Anderson's Bar,Yellow Tail,331.77
2023-04-19,Anderson's Bar,Absolut,0.0
2023-04-19,Anderson's Bar,Jack Daniels,0.0
2023-04-19,Anderson's Bar,Malibu,0.0
2023-04-19,Anderson's Bar,Jameson,0.0
2023-04-19,Anderson's Bar,Smirnoff,583.35
2023-04-19,Anderson's Bar,Barefoot,0.0
2023-04-19,Anderson's Bar,Heineken,0.0
2023-04-19,Anderson's Bar,Budweiser,0.0
2023-04-19,Brown's Bar,Bacardi,0.0
2023-04-19,Brown's Bar,Jim Beam,0.0
2023-04-19,Brown's Bar,Miller,0.0
2023-04-19,Brown's Bar,Sutter Home,0.0
2023-04-19,Brown's Bar,Captain Morgan,327.9
2023-04-19,Brown's Bar,Grey Goose,481.39
2023-04-19,Brown's Bar,Coors,0.0
2023-04-19,Brown's Bar,Yellow Tail,0.0
2023-04-19,Brown's Bar,Absolut,0.0
2023-04-19,Brown's Bar,Jack Daniels,0.0
2023-04-19,Brown's Bar,Malibu,0.0
2023-04-19,Brown's Bar,Jameson,556.58
2023-04-19,Brown's Bar,Smirnoff,0.0
2023-04-19,Brown's Bar,Barefoot,0.0
2023-04-19,Brown's Bar,Heineken,0.0
2023-04-19,Brown's Bar,Budweiser,0.0
2023-04-19,Johnson's Bar,Bacardi,0.0
2023-04-19,Johnson's Bar,Jim Beam,0.0
2023-04-19,Johnson's Bar,Miller,0.0
2023-04-19,Johnson's Bar,Sutter Home,0.0
2023-04-19,Johnson's Bar,Captain Morgan,0.0
2023-04-19,Johnson's Bar,Grey Goose,0.0
2023-04-19,Johnson's Bar,Coors,0.0
2023-04-19,Johnson's Bar,Yellow Tail,0.0
2023-04-19,Johnson's Bar,Absolut,0.0
2023-04-19,Johnson's Bar,Jack Daniels,0.0
2023-04-19,Johnson's Bar,Malibu,572.58
2023-04-19,Johnson's Bar,Jameson,0.0
2023-04-19,Johnson's Bar,Smirnoff,0.0
2023-04-19,Johnson's Bar,Barefoot,152.48
2023-04-19,Johnson's Bar,Heineken,0.0
2023-04-19,Johnson's Bar,Budweiser,430.65
2023-04-19,Smith's Bar,Bacardi,0.0
2023-04-19,Smith's Bar,Jim Beam,0.0
2023-04-19,Smith's Bar,Miller,0.0
2023-04-19,Smith's Bar,Sutter Home,0.0
2023-04-19,Smith's Bar,Captain Morgan,0.0
2023-04-19,Smith's Bar,Grey Goose,382.53
2023-04-19,Smith's Bar,Coors,0.0
2023-04-19,Smith's Bar,Yellow Tail,0.0
2023-04-19,Smith's Bar,Absolut,0.0
2023-04-19,Smith's Bar,Jack Daniels,0.0
2023-04-19,Smith's Bar,Malibu,231.92
2023-04-19,Smith's Bar,Jameson,0.0
2023-04-19,Smith's Bar,Smirnoff,0.0
2023-04-19,Smith's Bar,Barefoot,0.0
2023-04-19,Smith's Bar,Heineken,0.0
2023-04-19,Smith's Bar,Budweiser,129.52
2023-04-19,Taylor's Bar,Bacardi,150.91
2023-04-19,Taylor's Bar,Jim Beam,0.0
2023-04-19,Taylor's Bar,Miller,544.45
2023-04-19,Taylor's Bar,Sutter Home,0.0
2023-04-19,Taylor's Bar,Captain Morgan,0.0
2023-04-19,Taylor's Bar,Grey Goose,0.0
2023-04-19,Taylor's Bar,Coors,0.0
2023-04-19,Taylor's Bar,Yellow Tail,0.0
2023-04-19,Taylor's Bar,Absolut,0.0
2023-04-19,Taylor's Bar,Jack Daniels,501.73
2023-04-19,Taylor's Bar,Malibu,0.0
2023-04-19,Taylor's Bar,Jameson,0.0
2023-04-19,Taylor's Bar,Smirnoff,0.0
2023-04-19,Taylor's Bar,Barefoot,107.83
2023-04-19,Taylor's Bar,Heineken,0.0
2023-04-19,Taylor's Bar,Budweiser,0.0
2023-04-19,Thomas's Bar,Bacardi,520.97
2023-04-19,Thomas's Bar,Jim Beam,0.0
2023-04-19,Thomas's Bar,Miller,233.57
2023-04-19,Thomas's Bar,Sutter Home,0.0
2023-04-19,Thomas's Bar,Captain Morgan,0.0
2023-04-19,Thomas's Bar,Grey Goose,0.0
2023-04-19,Thomas's Bar,Coors,0.0
2023-04-19,Thomas's Bar,Yellow Tail,121.27
2023-04-19,Thomas's Bar,Absolut,0.0
2023-04-19,Thomas's Bar,Jack Daniels,0.0
2023-04-19,Thomas's Bar,Malibu,0.0
2023-04-19,Thomas's Bar,Jameson,0.0
2023-04-19,Thomas's Bar,Smirnoff,506.29
2023-04-19,Thomas's Bar,Barefoot,0.0
2023-04-19,Thomas's Bar,Heineken,0.0
2023-04-19,Thomas's Bar,Budweiser,0.0
2023-04-20,Anderson's Bar,Bacardi,0.0
2023-04-20,Anderson's Bar,Jim Beam,174.09
2023-04-20,Anderson's Bar,Miller,0.0
2023-04-20,Anderson's Bar,Sutter Home,0.0
2023-04-20,Anderson's Bar,Captain Morgan,0.0
2023-04-20,Anderson's Bar,Grey Goose,361.46
2023-04-20,Anderson's Bar,Coors,212.46
2023-04-20,Anderson's Bar,Yellow Tail,0.0
2023-04-20,Anderson's Bar,Absolut,0.0
2023-04-20,Anderson's Bar,Jack Daniels,0.0
2023-04-20,Anderson's Bar,Malibu,0.0
2023-04-20,Anderson's Bar,Jameson,0.0
2023-04-20,Anderson's Bar,Smirnoff,0.0
2023-04-20,Anderson's Bar,Barefoot,0.0
2023-04-20,Anderson's Bar,Heineken,0.0
2023-04-20,Anderson's Bar,Budweiser,0.0
2023-04-20,Brown's Bar,Bacardi,0.0
2023-04-20,Brown's Bar,Jim Beam,219.98
2023-04-20,Brown's Bar,Miller,0.0
2023-04-20,Brown's Bar,Sutter Home,371.02
2023-04-20,Brown's Bar,Captain Morgan,0.0
2023-04-20,Brown's Bar,Grey Goose,0.0
2023-04-20,Brown's Bar,Coors,0.0
2023-04-20,Brown's Bar,Yellow Tail,0.0
2023-04-20,Brown's Bar,Absolut,0.0
2023-04-20,Brown's Bar,Jack Daniels,0.0
2023-04-20,Brown's Bar,Malibu,0.0
2023-04-20,Brown's Bar,Jameson,0.0
2023-04-20,Brown's Bar,Smirnoff,0.0
2023-04-20,Brown's Bar,Barefoot,0.0
2023-04-20,Brown's Bar,Heineken,0.0
2023-04-20,Brown's Bar,Budweiser,0.0
2023-04-20,Johnson's Bar,Bacardi,83.88
2023-04-20,Johnson's Bar,Jim Beam,0.0
2023-04-20,Johnson's Bar,Miller,0.0
2023-04-20,Johnson's Bar,Sutter Home,0.0
2023-04-20,Johnson's Bar,Captain Morgan,0.0
2023-04-20,Johnson's Bar,Grey Goose,0.0
2023-04-20,Johnson's Bar,Coors,0.0
2023-04-20,Johnson's Bar,Yellow Tail,0.0
2023-04-20,Johnson's Bar,Absolut,0.0
2023-04-20,Johnson's Bar,Jack Daniels,124.1
2023-04-20,Johnson's Bar,Malibu,0.0
2023-04-20,Johnson's Bar,Jameson,0.0
2023-04-20,Johnson's Bar,Smirnoff,482.28
2023-04-20,Johnson's Bar,Barefoot,193.82
2023-04-20,Johnson's Bar,Heineken,0.0
2023-04-20,Johnson's Bar,Budweiser,0.0
2023-04-20,Smith's Bar,Bacardi,0.0
2023-04-20,Smith's Bar,Jim Beam,0.0
2023-04-20,Smith's Bar,Miller,0.0
2023-04-20,Smith's Bar,Sutter Home,616.87
2023-04-20,Smith's Bar,Captain Morgan,0.0
2023-04-20,Smith's Bar,Grey Goose,0.0
2023-04-20,Smith's Bar,Coors,0.0
2023-04-20,Smith's Bar,Yellow Tail,0.0
2023-04-20,Smith's Bar,Absolut,0.0
2023-04-20,Smith's Bar,Jack Daniels,0.0
2023-04-20,Smith's Bar,Malibu,122.11
2023-04-20,Smith's Bar,Jameson,0.0
2023-04-20,Smith's Bar,Smirnoff,1001.93
2023-04-20,Smith's Bar,Barefoot,0.0
2023-04-20,Smith's Bar,Heineken,0.0
2023-04-20,Smith's Bar,Budweiser,0.0
2023-04-20,Taylor's Bar,Bacardi,0.0
2023-04-20,Taylor's Bar,Jim Beam,0.0
2023-04-20,Taylor's Bar,Miller,0.0
2023-04-20,Taylor's Bar,Sutter Home,389.08
2023-04-20,Taylor's Bar,Captain Morgan,377.88
2023-04-20,Taylor's Bar,Grey Goose,0.0
2023-04-20,Taylor's Bar,Coors,0.0
2023-04-20,Taylor's Bar,Yellow Tail,0.0
2023-04-20,Taylor's Bar,Absolut,0.0
2023-04-20,Taylor's Bar,Jack Daniels,0.0
2023-04-20,Taylor's Bar,Malibu,0.0
2023-04-20,Taylor's Bar,Jameson,0.0
2023-04-20,Taylor's Bar,Smirnoff,405.89
2023-04-20,Taylor's Bar,Barefoot,0.0
2023-04-20,Taylor's Bar,Heineken,449.72
2023-04-20,Taylor's Bar,Budweiser,0.0
2023-04-20,Thomas's Bar,Bacardi,185.31
2023-04-20,Thomas's Bar,Jim Beam,0.0
2023-04-20,Thomas's Bar,Miller,0.0
2023-04-20,Thomas's Bar,Sutter Home,0.0
2023-04-20,Thomas's Bar,Captain Morgan,0.0
2023-04-20,Thomas's Bar,Grey Goose,0.0
2023-04-20,Thomas's Bar,Coors,0.0
2023-04-20,Thomas's Bar,Yellow Tail,0.0
2023-04-20,Thomas's Bar,Absolut,0.0
2023-04-20,Thomas's Bar,Jack Daniels,0.0
2023-04-20,Thomas's Bar,Malibu,0.0
2023-04-20,Thomas's Bar,Jameson,228.63
2023-04-20,Thomas's Bar,Smirnoff,0.0
2023-04-20,Thomas's Bar,Barefoot,0.0
2023-04-20,Thomas's Bar,Heineken,0.0
2023-04-20,Thomas's Bar,Budweiser,0.0
2023-04-21,Anderson's Bar,Bacardi,0.0
2023-04-21,Anderson's Bar,Jim Beam,154.74
2023-04-21,Anderson's Bar,Miller,0.0
2023-04-21,Anderson's Bar,Sutter Home,432.15
2023-04-21,Anderson's Bar,Captain Morgan,0.0
2023-04-21,Anderson's Bar,Grey Goose,0.0
2023-04-21,Anderson's Bar,Coors,0.0
2023-04-21,Anderson's Bar,Yellow Tail,0.0
2023-04-21,Anderson's Bar,Absolut,0.0
2023-04-21,Anderson's Bar,Jack Daniels,0.0
2023-04-21,Anderson's Bar,Malibu,0.0
2023-04-21,Anderson's Bar,Jameson,0.0
2023-04-21,Anderson's Bar,Smirnoff,0.0
2023-04-21,Anderson's Bar,Barefoot,0.0
2023-04-21,Anderson's Bar,Heineken,0.0
2023-04-21,Anderson's Bar,Budweiser,0.0
2023-04-21,Brown's Bar,Bacardi,0.0
2023-04-21,Brown's Bar,Jim Beam,0.0
2023-04-21,Brown's Bar,Miller,0.0
2023-04-21,Brown's Bar,Sutter Home,0.0
2023-04-21,Brown's Bar,Captain Morgan,0.0
2023-04-21,Brown's Bar,Grey Goose,421.61
2023-04-21,Brown's Bar,Coors,0.0
2023-04-21,Brown's Bar,Yellow Tail,436.66
2023-04-21,Brown's Bar,Absolut,0.0
2023-04-21,Brown's Bar,Jack Daniels,0.0
2023-04-21,Brown's Bar,Malibu,0.0
2023-04-21,Brown's Bar,Jameson,322.87
2023-04-21,Brown's Bar,Smirnoff,0.0
2023-04-21,Brown's Bar,Barefoot,0.0
2023-04-21,Brown's Bar,Heineken,509.28
2023-04-21,Brown's Bar,Budweiser,0.0
2023-04-21,Johnson's Bar,Bacardi,0.0
2023-04-21,Johnson's Bar,Jim Beam,0.0
2023-04-21,Johnson's Bar,Miller,0.0
2023-04-21,Johnson's Bar,Sutter Home,0.0
2023-04-21,Johnson's Bar,Captain Morgan,0.0
2023-04-21,Johnson's Bar,Grey Goose,214.35
2023-04-21,Johnson's Bar,Coors,0.0
2023-04-21,Johnson's Bar,Yellow Tail,0.0
2023-04-21,Johnson's Bar,Absolut,0.0
2023-04-21,Johnson's Bar,Jack Daniels,542.08
2023-04-21,Johnson's Bar,Malibu,0.0
2023-04-21,Johnson's Bar,Jameson,0.0
2023-04-21,Johnson's Bar,Smirnoff,0.0
2023-04-21,Johnson's Bar,Barefoot,305.34
2023-04-21,Johnson's Bar,Heineken,524.73
2023-04-21,Johnson's Bar,Budweiser,0.0
2023-04-21,Smith's Bar,Bacardi,0.0
2023-04-21,Smith's Bar,Jim Beam,128.84
2023-04-21,Smith's Bar,Miller,0.0
2023-04-21,Smith's Bar,Sutter Home,0.0
2023-04-21,Smith's Bar,Captain Morgan,0.0
2023-04-21,Smith's Bar,Grey Goose,0.0
2023-04-21,Smith's Bar,Coors,0.0
2023-04-21,Smith's Bar,Yellow Tail,546.03
2023-04-21,Smith's Bar,Absolut,0.0
2023-04-21,Smith's Bar,Jack Daniels,0.0
2023-04-21,Smith's Bar,Malibu,224.88
2023-04-21,Smith's Bar,Jameson,0.0
2023-04-21,Smith's Bar,Smirnoff,0.0
2023-04-21,Smith's Bar,Barefoot,0.0
2023-04-21,Smith's Bar,Heineken,0.0
2023-04-21,Smith's Bar,Budweiser,0.0
2023-04-21,Taylor's Bar,Bacardi,0.0
2023-04-21,Taylor's Bar,Jim Beam,0.0
2023-04-21,Taylor's Bar,Miller,0.0
2023-04-21,Taylor's Bar,Sutter Home,0.0
2023-04-21,Taylor's Bar,Captain Morgan,0.0
2023-04-21,Taylor's Bar,Grey Goose,574.24
2023-04-21,Taylor's Bar,Coors,0.0
2023-04-21,Taylor's Bar,Yellow Tail,0.0
2023-04-21,Taylor's Bar,Absolut,0.0
2023-04-21,Taylor's Bar,Jack Daniels,0.0
2023-04-21,Taylor's Bar,Malibu,0.0
2023-04-21,Taylor's Bar,Jameson,0.0
2023-04-21,Taylor's Bar,Smirnoff,0.0
2023-04-21,Taylor's Bar,Barefoot,0.0
2023-04-21,Taylor's Bar,Heineken,0.0
2023-04-21,Taylor's Bar,Budweiser,0.0
2023-04-21,Thomas's Bar,Bacardi,0.0
2023-04-21,Thomas's Bar,Jim Beam,0.0
2023-04-21,Thomas's Bar,Miller,0.0
2023-04-21,Thomas's Bar,Sutter Home,0.0
2023-04-21,Thomas's Bar,Captain Morgan,436.97
2023-04-21,Thomas's Bar,Grey Goose,499.88
2023-04-21,Thomas's Bar,Coors,0.0
2023-04-21,Thomas's Bar,Yellow Tail,428.69
2023-04-21,Thomas's Bar,Absolut,0.0
2023-04-21,Thomas's Bar,Jack Daniels,0.0
2023-04-21,Thomas's Bar,Malibu,0.0
2023-04-21,Thomas's Bar,Jameson,0.0
2023-04-21,Thomas's Bar,Smirnoff,0.0
2023-04-21,Thomas's Bar,Barefoot,0.0
2023-04-21,Thomas's Bar,Heineken,0.0
2023-04-21,Thomas's Bar,Budweiser,0.0
2023-04-22,Anderson's Bar,Bacardi,268.2
2023-04-22,Anderson's Bar,Jim Beam,0.0
2023-04-22,Anderson's Bar,Miller,0.0
2023-04-22,Anderson's Bar,Sutter Home,0.0
2023-04-22,Anderson's Bar,Captain Morgan,0.0
2023-04-22,Anderson's Bar,Grey Goose,485.04
2023-04-22,Anderson's Bar,Coors,0.0
2023-04-22,Anderson's Bar,Yellow Tail,0.0
2023-04-22,Anderson's Bar,Absolut,0.0
2023-04-22,Anderson's Bar,Jack Daniels,293.2
2023-04-22,Anderson's Bar,Malibu,0.0
2023-04-22,Anderson's Bar,Jameson,0.0
2023-04-22,Anderson's Bar,Smirnoff,0.0
2023-04-22,Anderson's Bar,Barefoot,0.0
2023-04-22,Anderson's Bar,Heineken,0.0
2023-04-22,Anderson's Bar,Budweiser,0.0
2023-04-22,Brown's Bar,Bacardi,0.0
2023-04-22,Brown's Bar,Jim Beam,0.0
2023-04-22,Brown's Bar,Miller,0.0
2023-04-22,Brown's Bar,Sutter Home,349.19
2023-04-22,Brown's Bar,Captain Morgan,307.72
2023-04-22,Brown's Bar,Grey Goose,372.89
2023-04-22,Brown's Bar,Coors,0.0
2023-04-22,Brown's Bar,Yellow Tail,0.0
2023-04-22,Brown's Bar,Absolut,0.0
2023-04-22,Brown's Bar,Jack Daniels,0.0
2023-04-22,Brown's Bar,Malibu,0.0
2023-04-22,Brown's Bar,Jameson,0.0
2023-04-22,Brown's Bar,Smirnoff,0.0
2023-04-22,Brown's Bar,Barefoot,0.0
2023-04-22,Brown's Bar,Heineken,0.0
2023-04-22,Brown's Bar,Budweiser,0.0
2023-04-22,Johnson's Bar,Bacardi,0.0
2023-04-22,Johnson's Bar,Jim Beam,0.0
2023-04-22,Johnson's Bar,Miller,0.0
2023-04-22,Johnson's Bar,Sutter Home,0.0
2023-04-22,Johnson's Bar,Captain Morgan,264.04
2023-04-22,Johnson's Bar,Grey Goose,0.0
2023-04-22,Johnson's Bar,Coors,119.95
2023-04-22,Johnson's Bar,Yellow Tail,312.23
2023-04-22,Johnson's Bar,Absolut,0.0
2023-04-22,Johnson's Bar,Jack Daniels,0.0
2023-04-22,Johnson's Bar,Malibu,0.0
2023-04-22,Johnson's Bar,Jameson,0.0
2023-04-22,Johnson's Bar,Smirnoff,0.0
2023-04-22,Johnson's Bar,Barefoot,0.0
2023-04-22,Johnson's Bar,Heineken,0.0
2023-04-22,Johnson's Bar,Budweiser,0.0
2023-04-22,Smith's Bar,Bacardi,0.0
2023-04-22,Smith's Bar,Jim Beam,0.0
2023-04-22,Smith's Bar,Miller,335.86
2023-04-22,Smith's Bar,Sutter Home,0.0
2023-04-22,Smith's Bar,Captain Morgan,0.0
2023-04-22,Smith's Bar,Grey Goose,0.0
2023-04-22,Smith's Bar,Coors,0.0
2023-04-22,Smith's Bar,Yellow Tail,0.0
2023-04-22,Smith's Bar,Absolut,212.57
2023-04-22,Smith's Bar,Jack Daniels,0.0
2023-04-22,Smith's Bar,Malibu,425.42
2023-04-22,Smith's Bar,Jameson,0.0
2023-04-22,Smith's Bar,Smirnoff,0.0
2023-04-22,Smith's Bar,Barefoot,0.0
2023-04-22,Smith's Bar,Heineken,0.0
2023-04-22,Smith's Bar,Budweiser,0.0
2023-04-22,Taylor's Bar,Bacardi,0.0
2023-04-22,Taylor's Bar,Jim Beam,360.68
2023-04-22,Taylor's Bar,Miller,0.0
2023-04-22,Taylor's Bar,Sutter Home,0.0
2023-04-22,Taylor's Bar,Captain Morgan,0.0
2023-04-22,Taylor's Bar,Grey Goose,301.69
2023-04-22,Taylor's Bar,Coors,0.0
2023-04-22,Taylor's Bar,Yellow Tail,0.0
2023-04-22,Taylor's Bar,Absolut,0.0
2023-04-22,Taylor's Bar,Jack Daniels,0.0
2023-04-22,Taylor's Bar,Malibu,0.0
2023-04-22,Taylor's Bar,Jameson,0.0
2023-04-22,Taylor's Bar,Smirnoff,0.0
2023-04-22,Taylor's Bar,Barefoot,0.0
2023-04-22,Taylor's Bar,Heineken,0.0
2023-04-22,Taylor's Bar,Budweiser,0.0
2023-04-22,Thomas's Bar,Bacardi,0.0
2023-04-22,Thomas's Bar,Jim Beam,0.0
2023-04-22,Thomas's Bar,Miller,0.0
2023-04-22,Thomas's Bar,Sutter Home,0.0
2023-04-22,Thomas's Bar,Captain Morgan,409.07
2023-04-22,Thomas's Bar,Grey Goose,0.0
2023-04-22,Thomas's Bar,Coors,0.0
2023-04-22,Thomas's Bar,Yellow Tail,0.0
2023-04-22,Thomas's Bar,Absolut,0.0
2023-04-22,Thomas's Bar,Jack Daniels,199.88
2023-04-22,Thomas's Bar,Malibu,0.0
2023-04-22,Thomas's Bar,Jameson,0.0
2023-04-22,Thomas's Bar,Smirnoff,0.0
2023-04-22,Thomas's Bar,Barefoot,421.95
2023-04-22,Thomas's Bar,Heineken,512.82
2023-04-22,Thomas's Bar,Budweiser,0.0
2023-04-23,Anderson's Bar,Bacardi,0.0
2023-04-23,Anderson's Bar,Jim Beam,0.0
2023-04-23,Anderson's Bar,Miller,0.0
2023-04-23,Anderson's Bar,Sutter Home,402.37
2023-04-23,Anderson's Bar,Captain Morgan,0.0
2023-04-23,Anderson's Bar,Grey Goose,472.67
2023-04-23,Anderson's Bar,Coors,0.0
2023-04-23,Anderson's Bar,Yellow Tail,0.0
2023-04-23,Anderson's Bar,Absolut,0.0
2023-04-23,Anderson's Bar,Jack Daniels,0.0
2023-04-23,Anderson's Bar,Malibu,0.0
2023-04-23,Anderson's Bar,Jameson,0.0
2023-04-23,Anderson's Bar,Smirnoff,0.0
2023-04-23,Anderson's Bar,Barefoot,0.0
2023-04-23,Anderson's Bar,Heineken,0.0
2023-04-23,Anderson's Bar,Budweiser,0.0
2023-04-23,Brown's Bar,Bacardi,0.0
2023-04-23,Brown's Bar,Jim Beam,0.0
2023-04-23,Brown's Bar,Miller,0.0
2023-04-23,Brown's Bar,Sutter Home,0.0
2023-04-23,Brown's Bar,Captain Morgan,0.0
2023-04-23,Brown's Bar,Grey Goose,275.06
2023-04-23,Brown's Bar,Coors,424.48
2023-04-23,Brown's Bar,Yellow Tail,0.0
2023-04-23,Brown's Bar,Absolut,0.0
2023-04-23,Brown's Bar,Jack Daniels,0.0
2023-04-23,Brown's Bar,Malibu,0.0
2023-04-23,Brown's Bar,Jameson,0.0
2023-04-23,Brown's Bar,Smirnoff,0.0
2023-04-23,Brown's Bar,Barefoot,0.0
2023-04-23,Brown's Bar,Heineken,0.0
2023-04-23,Brown's Bar,Budweiser,0.0
2023-04-23,Johnson's Bar,Bacardi,0.0
2023-04-23,Johnson's Bar,Jim Beam,0.0
2023-04-23,Johnson's Bar,Miller,0.0
2023-04-23,Johnson's Bar,Sutter Home,0.0
2023-04-23,Johnson's Bar,Captain Morgan,0.0
2023-04-23,Johnson's Bar,Grey Goose,445.72
2023-04-23,Johnson's Bar,Coors,0.0
2023-04-23,Johnson's Bar,Yellow Tail,0.0
2023-04-23,Johnson's Bar,Absolut,0.0
2023-04-23,Johnson's Bar,Jack Daniels,0.0
2023-04-23,Johnson's Bar,Malibu,0.0
2023-04-23,Johnson's Bar,Jameson,0.0
2023-04-23,Johnson's Bar,Smirnoff,0.0
2023-04-23,Johnson's Bar,Barefoot,0.0
2023-04-23,Johnson's Bar,Heineken,0.0
2023-04-23,Johnson's Bar,Budweiser,0.0
2023-04-23,Smith's Bar,Bacardi,0.0
2023-04-23,Smith's Bar,Jim Beam,0.0
2023-04-23,Smith's Bar,Miller,0.0
2023-04-23,Smith's Bar,Sutter Home,0.0
2023-04-23,Smith's Bar,Captain Morgan,0.0
2023-04-23,Smith's Bar,Grey Goose,0.0
2023-04-23,Smith's Bar,Coors,0.0
2023-04-23,Smith's Bar,Yellow Tail,0.0
2023-04-23,Smith's Bar,Absolut,0.0
2023-04-23,Smith's Bar,Jack Daniels,398.92
2023-04-23,Smith's Bar,Malibu,323.07
2023-04-23,Smith's Bar,Jameson,0.0
2023-04-23,Smith's Bar,Smirnoff,0.0
2023-04-23,Smith's Bar,Barefoot,0.0
2023-04-23,Smith's Bar,Heineken,557.17
2023-04-23,Smith's Bar,Budweiser,0.0
2023-04-23,Taylor's Bar,Bacardi,0.0
2023-04-23,Taylor's Bar,Jim Beam,0.0
2023-04-23,Taylor's Bar,Miller,0.0
2023-04-23,Taylor's Bar,Sutter Home,0.0
2023-04-23,Taylor's Bar,Captain Morgan,0.0
2023-04-23,Taylor's Bar,Grey Goose,266.52
2023-04-23,Taylor's Bar,Coors,0.0
2023-04-23,Taylor's Bar,Yellow Tail,0.0
2023-04-23,Taylor's Bar,Absolut,0.0
2023-04-23,Taylor's Bar,Jack Daniels,0.0
2023-04-23,Taylor's Bar,Malibu,107.71
2023-04-23,Taylor's Bar,Jameson,0.0
2023-04-23,Taylor's Bar,Smirnoff,0.0
2023-04-23,Taylor's Bar,Barefoot,0.0
2023-04-23,Taylor's Bar,Heineken,0.0
2023-04-23,Taylor's Bar,Budweiser,0.0
2023-04-23,Thomas's Bar,Bacardi,0.0
2023-04-23,Thomas's Bar,Jim Beam,482.17
2023-04-23,Thomas's Bar,Miller,155.83
2023-04-23,Thomas's Bar,Sutter Home,0.0
2023-04-23,Thomas's Bar,Captain Morgan,0.0
2023-04-23,Thomas's Bar,Grey Goose,193.17
2023-04-23,Thomas's Bar,Coors,0.0
2023-04-23,Thomas's Bar,Yellow Tail,109.07
2023-04-23,Thomas's Bar,Absolut,0.0
2023-04-23,Thomas's Bar,Jack Daniels,0.0
2023-04-23,Thomas's Bar,Malibu,0.0
2023-04-23,Thomas's Bar,Jameson,0.0
2023-04-23,Thomas's Bar,Smirnoff,0.0
2023-04-23,Thomas's Bar,Barefoot,0.0
2023-04-23,Thomas's Bar,Heineken,0.0
2023-04-23,Thomas's Bar,Budweiser,0.0
2023-04-24,Anderson's Bar,Bacardi,0.0
2023-04-24,Anderson's Bar,Jim Beam,248.22
2023-04-24,Anderson's Bar,Miller,0.0
2023-04-24,Anderson's Bar,Sutter Home,0.0
2023-04-24,Anderson's Bar,Captain Morgan,0.0
2023-04-24,Anderson's Bar,Grey Goose,0.0
2023-04-24,Anderson's Bar,Coors,0.0
2023-04-24,Anderson's Bar,Yellow Tail,281.73
2023-04-24,Anderson's Bar,Absolut,0.0
2023-04-24,Anderson's Bar,Jack Daniels,0.0
2023-04-24,Anderson's Bar,Malibu,0.0
2023-04-24,Anderson's Bar,Jameson,0.0
2023-04-24,Anderson's Bar,Smirnoff,490.1
2023-04-24,Anderson's Bar,Barefoot,0.0
2023-04-24,Anderson's Bar,Heineken,0.0
2023-04-24,Anderson's Bar,Budweiser,0.0
2023-04-24,Brown's Bar,Bacardi,0.0
2023-04-24,Brown's Bar,Jim Beam,0.0
2023-04-24,Brown's Bar,Miller,0.0
2023-04-24,Brown's Bar,Sutter Home,0.0
2023-04-24,Brown's Bar,Captain Morgan,0.0
2023-04-24,Brown's Bar,Grey Goose,0.0
2023-04-24,Brown's Bar,Coors,0.0
2023-04-24,Brown's Bar,Yellow Tail,257.11
2023-04-24,Brown's Bar,Absolut,0.0
2023-04-24,Brown's Bar,Jack Daniels,0.0
2023-04-24,Brown's Bar,Malibu,0.0
2023-04-24,Brown's Bar,Jameson,0.0
2023-04-24,Brown's Bar,Smirnoff,0.0
2023-04-24,Brown's Bar,Barefoot,0.0
2023-04-24,Brown's Bar,Heineken,460.84
2023-04-24,Brown's Bar,Budweiser,0.0
2023-04-24,Johnson's Bar,Bacardi,0.0
2023-04-24,Johnson's Bar,Jim Beam,0.0
2023-04-24,Johnson's Bar,Miller,0.0
2023-04-24,Johnson's Bar,Sutter Home,0.0
2023-04-24,Johnson's Bar,Captain Morgan,282.08
2023-04-24,Johnson's Bar,Grey Goose,504.19
2023-04-24,Johnson's Bar,Coors,0.0
2023-04-24,Johnson's Bar,Yellow Tail,0.0
2023-04-24,Johnson's Bar,Absolut,0.0
2023-04-24,Johnson's Bar,Jack Daniels,0.0
2023-04-24,Johnson's Bar,Malibu,0.0
2023-04-24,Johnson's Bar,Jameson,0.0
2023-04-24,Johnson's Bar,Smirnoff,0.0
2023-04-24,Johnson's Bar,Barefoot,0.0
2023-04-24,Johnson's Bar,Heineken,0.0
2023-04-24,Johnson's Bar,Budweiser,0.0
